area3,Skincare5,Level,another,counts
 คาง, ผลิตภัณฑ์ล้างเครื่องสำอาง,ปานกลาง,มี,2
 คาง, ผลิตภัณฑ์ล้างเครื่องสำอาง,ปานกลาง,ไม่มี,2
 คาง, โฟมล้างหน้า,ปานกลาง,ไม่มี,2
 คาง, ผลิตภัณฑ์ล้างเครื่องสำอาง,รุนแรง,ไม่มี,1
 คาง, โฟมล้างหน้า,ปานกลาง,มี,1
 รอบปาก, โฟมล้างหน้า,ปานกลาง,ไม่มี,1
