area3,Skincare4,Level,another,counts
 คาง, มาส์กหน้า,ปานกลาง,มี,2
 คาง, มาส์กหน้า,ปานกลาง,ไม่มี,2
 คาง, ผลิตภัณฑ์ล้างเครื่องสำอาง,ปานกลาง,มี,1
 คาง, ผลิตภัณฑ์ล้างเครื่องสำอาง,ปานกลาง,ไม่มี,1
 คาง, มาส์กหน้า,รุนแรง,ไม่มี,1
 คาง, ยารักษาสิว,ปานกลาง,ไม่มี,1
 คาง, โฟมล้างหน้า,น้อยมาก,มี,1
 จมูก, โฟมล้างหน้า,ปานกลาง,มี,1
 รอบปาก, ผลิตภัณฑ์ล้างเครื่องสำอาง,ปานกลาง,ไม่มี,1
