area3,Skincare3,Level,another,counts
 คาง, ยารักษาสิว,ปานกลาง,มี,3
 คาง, ยารักษาสิว,ปานกลาง,ไม่มี,2
 คาง, เซรั่ม,ปานกลาง,ไม่มี,2
 คาง, ผลิตภัณฑ์ล้างเครื่องสำอาง,น้อยมาก,มี,1
 คาง, ยารักษาสิว,รุนแรง,ไม่มี,1
 คาง, โฟมล้างหน้า,น้อยมาก,มี,1
 จมูก, ผลิตภัณฑ์ล้างเครื่องสำอาง,ปานกลาง,มี,1
 จมูก, โฟมล้างหน้า,ปานกลาง,ไม่มี,1
 รอบปาก, โฟมล้างหน้า,ปานกลาง,มี,2
 รอบปาก, ยารักษาสิว,ปานกลาง,ไม่มี,1
 รอบปาก, โฟมล้างหน้า,รุนแรง,มี,1
