area3,Skincare6,Level,another,counts
 คาง, โฟมล้างหน้า,ปานกลาง,มี,2
 คาง, โฟมล้างหน้า,ปานกลาง,ไม่มี,2
 คาง, โฟมล้างหน้า,รุนแรง,ไม่มี,1
