area3,Skincare1,Level,another,counts
 ขมับ,ครีมบำรุงผิว,ปานกลาง,ไม่มี,1
 คาง,ครีมบำรุงผิว,ปานกลาง,ไม่มี,4
 คาง,ครีมบำรุงผิว,ปานกลาง,มี,3
 คาง,ครีมบำรุงผิว,น้อยมาก,มี,2
 คาง,ครีมบำรุงผิว,รุนแรง,ไม่มี,1
 คาง,มาส์กหน้า,ปานกลาง,ไม่มี,1
 จมูก,ยารักษาสิว,ปานกลาง,ไม่มี,1
 จมูก,เซรั่ม,ปานกลาง,มี,1
 รอบปาก,ครีมบำรุงผิว,ปานกลาง,ไม่มี,1
 รอบปาก,ครีมบำรุงผิว,รุนแรง,มี,1
 รอบปาก,มาส์กหน้า,ปานกลาง,มี,1
 รอบปาก,ยารักษาสิว,ปานกลาง,มี,1
