area4,Skincare1,Level,another,counts
 จมูก,ครีมบำรุงผิว,ปานกลาง,ไม่มี,3
 จมูก,ครีมบำรุงผิว,ปานกลาง,มี,2
 จมูก,ครีมบำรุงผิว,น้อยมาก,มี,1
 จมูก,มาส์กหน้า,ปานกลาง,ไม่มี,1
 รอบปาก,ครีมบำรุงผิว,ปานกลาง,มี,1
 รอบปาก,ครีมบำรุงผิว,ปานกลาง,ไม่มี,1
 รอบปาก,เซรั่ม,ปานกลาง,มี,1
