area1,Skincare7,Level,another,counts
คาง, โฟมล้างหน้า,ปานกลาง,มี,1
หน้าผาก, โฟมล้างหน้า,ปานกลาง,มี,2
หน้าผาก, โฟมล้างหน้า,น้อยมาก,มี,1
แก้ม, โฟมล้างหน้า,ปานกลาง,ไม่มี,1
